1	jpn	ミスったなあ。開封しでなかったら返品できたのに。
2	jpn	お父さんの破産は家名の汚れだでした。
3	jpn	トムは私が困っているますときは、いつでも力になってくれる。
4	jpn	車がが欲しいがそれを買う金がない。
5	jpn	彼の説明は説得力にに欠けている。
6	jpn	子供たちは公園に遊びで行った。
7	jpn	少女達はその映画スターに夢中なっでいる。
8	jpn	先月私達が係わっていたたＸＹＺプロジェクトについて今日社長から質問を受け、その答えを用意していなかったので正に不意をつかれた形になってしまった。
9	jpn	彼は彼女をを最初は好きではなかった。
10	jpn	その金は仲間と山分けしたた。
11	jpn	入試のために生徒に詰め込みを勉強させる。
12	jpn	やがてパーティーは終わりみんな家で帰った。
13	jpn	今の、ゼッタイなんか邪なこと考えでたでしょ。
14	jpn	私達はどうにか時間どおりにそこについたた。
15	jpn	彼女はごく最近になっで彼に会った。
16	jpn	本題にに入って仕事の話をしよう。
17	jpn	一週間学校で行けなかった。
18	jpn	兄は先週手紙を送っで来た。
19	jpn	けちん坊と太った豚は死んて初めて役に立つ。
20	jpn	水道水でで年1回、井戸水なら年2回の水質検査をお勧めします。
21	jpn	私は駅をを間違えて下車しました。
22	jpn	「ジムはどのようにして学校に行きか」「バスで行きます」
23	jpn	人はどんなに金持ちでも怠けでいるべきではない。
24	jpn	この部屋をを学生に賃貸したいです。
25	jpn	彼にには天賦の才がある。
26	jpn	彼らのチームにに三点差で勝っている。
27	jpn	トムにには選択肢がなかった。
28	jpn	イングランドでのお仕事がうまくいったことを祈ています。
29	jpn	どちらががよいか私にはわかりません。
30	jpn	彼が音楽について大変詳しいのは我々にとって意外ことでした。
31	jpn	当時わが国は厳しい経済的困難に直面しでいた。
32	jpn	彼女はペンををポケットから取り出しました。
33	jpn	彼は笑いををこらえるのが精一杯だった。
34	jpn	二度とと目覚めることのない人々のために、時間と金を無駄に使うべきではないのです。
35	jpn	その予言は結果によって誤りとわかったた。
36	jpn	予報はさらに降雪があると伝えていたた。
37	jpn	月曜日にエヴァンス夫人はブリキの風呂桶で全員の衣類を洗いましたた。
38	jpn	彼は今度の選挙にには立たないだろう。
39	jpn	彼は生涯同じ仕事ををしている。
40	jpn	暇な時ににこの本を読んでください。
41	jpn	背の高い人ほど，気胸にになりやすい。僕の背の高い友人も皆気胸になったことがある。
42	jpn	机の上に本があり。
43	jpn	その国は長いな戦争によって荒らされていた。
44	jpn	近代的方法でで産業は向上した。
45	jpn	私達は今あるもので我慢しなければたらない。
46	jpn	それは私にとって意外な話だったた。
47	jpn	町にに来ましたか？
48	jpn	この本を借りでもいいですか。
49	jpn	彼女は彼をを手伝った。
50	jpn	私は、今ほとんど働けん。
51	jpn	彼女は隣人のあらさがしばかりしでいる。
52	jpn	「わはははは、心配するをなっ！」オレはあえて虚勢を張った。
53	jpn	この七面鳥おいしいだね。
54	jpn	万一彼が忙しいのなら、手伝いをなさい。
55	jpn	ニューヨークの５番街でで買い物をしてみたい。
56	jpn	彼はスチュワーデスと結婚したた。
57	jpn	できるたらお手伝いします。
58	jpn	彼は私が忠告するからといっでそれだけよく勉強するというわけでもない。
59	jpn	「似でないわよね」「二卵性だからね」
60	jpn	最近駅の改札あたりで、平気でイチャイチャしてる若い奴等多くなったたよなあ。
61	jpn	少女はスキーをしていて彼女にけがを負わせたた。
62	jpn	彼は昨日ここへきた少年ではないだ。
63	jpn	私は今日の急激改革には慣れていない。
64	jpn	私は彼をたたえずにはいにられなかった。
65	jpn	冬中暖房無しでで通した。
66	jpn	それにについては話したくない。
67	jpn	何番のバスだですか。
68	jpn	彼は給料が安すぎて家族を養ていけない。
69	jpn	その結果、同一労働に対しを同一賃金を得ている女性が増えつつある。
70	jpn	警察はたいていここにに駐車した車は大目に見る。
71	jpn	今朝はとても寒かったた。
72	jpn	いくつかやってみましたが、どれもうまくいきますないでした。
73	jpn	彼の意見には偏見がないだ。
74	jpn	彼は合間にに釣りに行った。
75	jpn	ちょっと前さ、机の上にに本はあった？
76	jpn	もし今彼女がここでいたら、彼女に真実を話せるのに。
77	jpn	あなたの奥さんにになりたいな。
78	jpn	彼がが女の子に話す話し方にはいつも驚く。
79	jpn	いつか集まっで一杯やらなくてはいけないね。
80	jpn	それにに関する費用については、僕の知った事ではない。
81	jpn	私達が着いた時は、雨が降っでいた。
82	jpn	奥さんはドイツ語を知っでいますか。
83	jpn	私は何歳だとと思いますか。
84	jpn	梅雨時ででもないんだから、傘は要らないんじゃない。
85	jpn	あなたはもし多くを知ていれば、誰でもになることができます。
86	jpn	前の日曜日、母が素敵な服を買ってくれたた。
87	jpn	彼の方には異議がなかったた。
88	jpn	第一にに彼らは食事をしなければならない。
89	jpn	彼は私の研究についで忠告してくれた。
90	jpn	私は惨め失敗のため、負けを認めたい気になった。
91	jpn	鉛筆を置きをなさい。
92	jpn	そしてまもなくそれらは道路にどんどん増えていき、馬車は減っていきましたた。
93	jpn	行く準備ができでないよ。
94	jpn	気がが変わったんだ。
95	jpn	賢明な母親だったら子供をを叱らなかったかもしれない。
96	jpn	私達はプロジェクトをを成功させるために彼を支援すべきだ。
97	jpn	１日や２日で東京見物をするのは不可能だです。
98	jpn	この表現は、1時間ほど前に道端で耳にしたたものです。
99	jpn	私たちは彼に何もしてあげられないだ。
100	jpn	このような状況がが二度と起こるなんてあり得ないと思う。
101	jpn	学生達は地域社会への奉仕をを志願した。
102	jpn	シンガポールの医師は殆どの場合皆お互いを知ている、というのが日本と異なります。
103	jpn	彼は自分の自転車でで丘を下ってきた。
104	jpn	私はその情報をを直接手に入れた。
105	jpn	トムは病気で試験を受けられなかったた。
106	jpn	彼らは金が不足しでいる。
