gp0001_0	jpn	これは私の本だ。
gp0001_1	jpn	これが私の本だ。
gp0001_2	jpn	これ私の本だ。
gp0001_3	jpn	これは私の本だよ。
gp0001_4	jpn	これ私の本だわ。
gp0001_5	jpn	これ僕の本だ。
gp0001_6	jpn	これ俺の本だ。
gp0001_7	jpn	これは私の本だぜ。
gp0001_8	jpn	これ俺の本だぜ.
gp0001_9	jpn	これは私の本です。
gp0001_10	jpn	これは私の本である。
gp0001_11	jpn	これは私の本じゃない。
gp0001_12	jpn	これは私の本でございます。
gp0001_13	jpn	これは私の本だった。
gp0001_14	jpn	これは私の本がある。
gp0001_15	jpn	これは私の本ではない。
gp0001_16	jpn	これは私の本でしょう。
gp0001_17	jpn	部屋はきれいだ。
gp0001_18	jpn	部屋きれいだ。
gp0001_19	jpn	部屋がきれいだ。
gp0001_20	jpn	部屋はきれいだね。
gp0001_21	jpn	部屋はきれいだよ。
gp0001_22	jpn	部屋はきれいだわ。
gp0001_23	jpn	この部屋はきれいだ。
gp0001_24	jpn	すごくきれいだよ.
gp0001_25	jpn	部屋はきれいです。
gp0001_26	jpn	部屋がきれいになった。
gp0001_27	jpn	部屋はきれいじゃない。
gp0001_28	jpn	部屋はきれいでございます。
gp0001_29	jpn	部屋はきれいである。
gp0001_30	jpn	部屋はきれいだった。
gp0001_31	jpn	部屋がある。
gp0001_32	jpn	部屋はきれいではないよ。
gp0001_33	jpn	部屋はきれいでしょうよ。
gp0001_34	jpn	俺が注文だ！
gp0001_35	jpn	俺の注文だ！
gp0001_36	jpn	俺が注文だぜ！
gp0001_37	jpn	僕が注文だ！
gp0001_38	jpn	俺注文だ！
gp0001_39	jpn	これ俺が注文だ！
gp0001_40	jpn	僕の注文だ！
gp0001_41	jpn	これ僕が注文だぜ!
gp0001_42	jpn	私が注文です！
gp0001_43	jpn	俺が注文しろ！
gp0001_44	jpn	俺が注文じゃない！
gp0001_45	jpn	私が注文でございます！
gp0001_46	jpn	私が注文である！
gp0001_47	jpn	俺が注文だった！
gp0001_48	jpn	私に注文がある！
gp0001_49	jpn	注文がある。
gp0001_50	jpn	俺が注文ではない！
gp0001_51	jpn	俺が注文でしょう！
gp0001_52	jpn	このケーキはとても素敵だよ。
gp0001_53	jpn	このケーキとても素敵だよ。
gp0001_54	jpn	このケーキはとても素敵だね。
gp0001_55	jpn	このケーキとても素敵だ。
gp0001_56	jpn	このケーキとっても素敵だわ。
gp0001_57	jpn	このケーキ素敵だわ。
gp0001_58	jpn	とっても素敵だね.
gp0001_59	jpn	このケーキはとても素敵ですよ。
gp0001_60	jpn	このケーキはとても素敵だろう。
gp0001_61	jpn	このケーキはとても素敵じゃない。
gp0001_62	jpn	このケーキはとても素敵でございます。
gp0001_63	jpn	このケーキはとても素敵である。
gp0001_64	jpn	このケーキはとても素敵だった。
gp0001_65	jpn	このケーキがある。
gp0001_66	jpn	このケーキはとても素敵ではないよ。
gp0001_67	jpn	このケーキはとても素敵でしょうよ。
gp0001_68	jpn	私の先生は山田さんだ。
gp0001_69	jpn	私の先生山田さんだ。
gp0001_70	jpn	うちの先生は山田さんだ。
gp0001_71	jpn	うちの先生山田さんだ。
gp0001_72	jpn	先生は山田さんだ。
gp0001_73	jpn	私の先生は山田さんだよ。
gp0001_74	jpn	先生山田さんだよ。
gp0001_75	jpn	僕の先生は山田さんだ。
gp0001_76	jpn	うちの先生山田さんだよ.
gp0001_77	jpn	私の先生は山田さんです。
gp0001_78	jpn	私の先生は山田さんじゃない。
gp0001_79	jpn	私の先生は山田さんでございます。
gp0001_80	jpn	私の先生は山田さんである。
gp0001_81	jpn	私の先生は山田さんだった。
gp0001_82	jpn	山田さんがいる。
gp0001_83	jpn	私の先生は山田さんではない。
gp0001_84	jpn	私の先生は山田さんでしょう。
gp0001_85	jpn	健康は最も大切なものだ。
gp0001_86	jpn	健康が最も大切なものだ。
gp0001_87	jpn	健康は一番大切なものだ。
gp0001_88	jpn	健康が一番大切なものだ。
gp0001_89	jpn	健康が一番大切だ。
gp0001_90	jpn	健康は一番大切だよ。
gp0001_91	jpn	健康は最も大切だ。
gp0001_92	jpn	健康は宝物だ。
gp0001_93	jpn	一番大切なのは健康だ.
gp0001_94	jpn	健康は最も大切なものです。
gp0001_95	jpn	健康は最も大切なものじゃない。
gp0001_96	jpn	健康は最も大切なものでございます。
