tohoku_001_a	jpn	おら、東京さいくだべ。
tohoku_001_b	jpn	行くべ、行くべ。
tohoku_002_a	jpn	んだ、んだ、そう思うべ。
tohoku_002_b	jpn	んだな、間違いないべ。
tohoku_003_a	jpn	今日は寒くて、しばれるね。
tohoku_003_b	jpn	本当にしばれる一日だべ。
tohoku_004_a	jpn	けっぱれ、負けるな。
tohoku_004_b	jpn	明日もけっぱれよ。
tohoku_005_a	jpn	あのわらしはめんこいな。
tohoku_005_b	jpn	本当にめんこい顔してるべ。
expansion_tohoku_001_a	jpn	おら、東京さいくだ。
expansion_tohoku_001_b	jpn	んだ、そう思うべ。
expansion_tohoku_002_b	jpn	わらしっこがめんこい。
audit_r17_tohoku_01_b	jpn	そだね、そだね。
audit_r17_tohoku_02_a	jpn	おらだば東京さ行ぐだ。
audit_r17_tohoku_02_b	jpn	けっぱれ、けっぱれ。
audit_r18_tohoku_01_a	jpn	そうだべさ。
audit_r18_tohoku_01_b	jpn	けっぱって頑張ろう。
audit_r18_tohoku_02_a	jpn	わ、めんこいな。
audit_r18_tohoku_02_b	jpn	しばれるね、今日。
audit_r19_tohoku_01_a	jpn	そうだべさ、本当に。
audit_r19_tohoku_01_b	jpn	けっぱって頑張ろうな。
audit_r19_tohoku_02_a	jpn	めんこいね、それ。
audit_r19_tohoku_02_b	jpn	しばれるわ、今日は。
audit_r20_tohoku_01_a	jpn	そうだべ、本当に。
audit_r20_tohoku_01_b	jpn	けっぱって行くべさ。
audit_r20_tohoku_02_a	jpn	めんこいね、本当に。
audit_r20_tohoku_02_b	jpn	しばれるわ、寒い。
audit_r21_tohoku_01_b	jpn	けっぱって行こう。
audit_r21_tohoku_02_b	jpn	しばれるわ、本当に。
audit_r22_tohoku_01_a	jpn	そうだべ。
audit_r22_tohoku_01_b	jpn	けっぱれ。
audit_r22_tohoku_02_a	jpn	めんこいね。
audit_r22_tohoku_02_b	jpn	しばれるわ。
audit_r23_tohoku_01_b	jpn	けっぱれよ。
audit_r23_tohoku_02_a	jpn	めんこい。
audit_r23_tohoku_02_b	jpn	しばれる。
antigravity_test_01	jpn	んだから、言ったんだべ。
antigravity_batch2_01	jpn	んだんだ。
antigravity_batch2_02	jpn	これ、うめぇべ。
antigravity_batch2_03	jpn	どこさ行ぐの？
antigravity_batch2_04	jpn	しばれるなぁ。
antigravity_batch2_05	jpn	けっぱれ！
antigravity_batch4_01	jpn	おしょすいなぁ。
antigravity_batch4_02	jpn	はっこい水だぁ。
antigravity_batch4_03	jpn	まがしてけろ。
antigravity_batch4_04	jpn	おべでる？忘れたか？
antigravity_batch4_05	jpn	あべ、一緒に行ぐべ。
antigravity_batch5_01	jpn	おしょすいなぁ、そんなにみんなの前で褒められると、顔が真っ赤になっちまうべ。
antigravity_batch5_02	jpn	はっこい水だぁ、山の湧き水は夏でも冷たくて最高だべ、みんなも飲んでみればいいべ。
antigravity_batch5_03	jpn	まがしてけろ、そこの荷物運んでくれると助かるべ。重いから腰悪くしねぇように気をつけろよ。
antigravity_batch5_04	jpn	おべでる？去年一緒に祭りに行ったときのあの大きな花火、また見に行きたいべなぁ。
antigravity_batch5_05	jpn	あべ、一緒に行ぐべ。あそこの店に旨いもんがあるんだ、腹一杯食わせてやるからよ。
antigravity_batch6_01	jpn	おしょすいなぁ、そんなにみんなの前で褒められると、顔が真っ赤になっちまうべ。おら、そんな大層なことしたわけじゃねぇんだがらよ。
antigravity_batch6_02	jpn	はっこい水だぁ、山の湧き水は夏でも冷たくて最高だべ。みんなも一回飲んでみればいいべ、都会の水とは全然味が違うのがわかるはずだぁ。
antigravity_batch6_03	jpn	まがしてけろ、そこの大きな荷物運んでくれると助かるべ。腰ば悪くしねぇように、二人で協力して慎重に運ぶべ。気ばつけてな。
antigravity_batch6_04	jpn	おべでる？去年一緒に祭りに行ったときのあの大きな花火。今年もまたあの場所で一緒に見たいべなぁ。いい思い出いっぺぇ作ろうべ。
antigravity_batch6_05	jpn	あべ、一緒に行ぐべ。あそこの店に旨いもんがあるんだ。腹いっぱい食わせてやるから、楽しみにしてろよ。おらの奢りだべ！
antigravity_batch7_01	jpn	こんなにしばれる夜は、温けぇもんでも食って、早ぐ寝るのが一番だべ。
antigravity_batch8_01	jpn	雪が積もってきたから、車の運転には気をつけるんだべ. 滑ったら大変だぁ。
antigravity_batch9_01	jpn	外は風が強くなってきてるから、戸締りしっかりするんだべ。飛ばされたら危ねぇぞ。
antigravity_batch10_01	jpn	外は寒くなってきたから、温けぇもんでも食べて、風邪ひかないようにするんだべ。
