aug_cnt_0	jpn	ムーリエルは２０才になりました。	4707	⌈ˢムーリエルᵖn:common_noun⌉⌈ˢはᵖprt:binding_particleʳハ⌉⌈ˢ２０ᵖn:numeralᵇ20ᵈ20ʳニレイ⌉⌈ˢ才ᵖsuff:noun_like:counterʳサイ⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢなりᵖv:non_self_reliant:godan-ra:conjunctiveᵇなるᵈなるʳナリ⌉⌈ˢましᵖauxv:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxv:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxs:period⌉	synonym_歳_to_才
aug_cnt_1	jpn	私は彼らにチケットをもう一つ送ってくれるように頼んだ。	4740	⌈ˢ私ᵖpronʳワタクシ⌉⌈ˢはᵖprt:binding_particleʳハ⌉⌈ˢ彼ᵖpronʳカレ⌉⌈ˢらᵖsuff:noun_likeʳラ⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢチケットᵖn:common_noun⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢもうᵖadvʳモウ⌉⌈ˢ一ᵖn:numeralʳイチ⌉⌈ˢつᵖsuff:noun_like:counterʳマイ⌉⌈ˢ送っᵖv:general:godan-ra:conjunctive-geminateᵇ送るᵈ送るʳオクッ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢくれるᵖv:non_self_reliant:e-ichidan-ra:attributiveʳクレル⌉⌈ˢようᵖshp:auxiliary_verb_stemʳヨウ⌉⌈ˢにᵖauxv:auxv-da:conjunctive-niᵇだᵈだʳニ⌉⌈ˢ頼んᵖv:general:godan-ma:conjunctive-nasalᵇ頼むᵈ頼むʳタノン⌉⌈ˢだᵖauxv:auxv-ta:terminalʳダ⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_つ_instead_of_枚
aug_cnt_2	jpn	私は彼らにチケットをもう一個送ってくれるように頼んだ。	4740	⌈ˢ私ᵖpronʳワタクシ⌉⌈ˢはᵖprt:binding_particleʳハ⌉⌈ˢ彼ᵖpronʳカレ⌉⌈ˢらᵖsuff:noun_likeʳラ⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢチケットᵖn:common_noun⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢもうᵖadvʳモウ⌉⌈ˢ一ᵖn:numeralʳイチ⌉⌈ˢ個ᵖsuff:noun_like:counterʳマイ⌉⌈ˢ送っᵖv:general:godan-ra:conjunctive-geminateᵇ送るᵈ送るʳオクッ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢくれるᵖv:non_self_reliant:e-ichidan-ra:attributiveʳクレル⌉⌈ˢようᵖshp:auxiliary_verb_stemʳヨウ⌉⌈ˢにᵖauxv:auxv-da:conjunctive-niᵇだᵈだʳニ⌉⌈ˢ頼んᵖv:general:godan-ma:conjunctive-nasalᵇ頼むᵈ頼むʳタノン⌉⌈ˢだᵖauxv:auxv-ta:terminalʳダ⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_個_instead_of_枚
aug_cnt_3	jpn	そうしたらひと個問題があって・・・。	4752	⌈ˢそうᵖadvʳソウ⌉⌈ˢしᵖv:non_self_reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたらᵖauxv:auxv-ta:conditionalᵇたᵈたʳタラ⌉⌈ˢひとᵖn:numeralʳヒト⌉⌈ˢ個ᵖsuff:noun_like:counterʳツ⌉⌈ˢ問題ᵖn:common_nounʳモンダイ⌉⌈ˢがᵖprt:case_particleʳガ⌉⌈ˢあっᵖv:non_self_reliant:godan-ra:conjunctive-geminateᵇあるᵈあるʳアッ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢ・ᵖauxs:general⌉⌈ˢ・ᵖauxs:general⌉⌈ˢ・ᵖauxs:general⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_個_instead_of_つ
aug_cnt_4	jpn	世界を一個したいです。	192913	⌈ˢ世界ᵖn:common_nounʳセカイ⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢ一ᵖn:numeralʳイチ⌉⌈ˢ個ᵖn:common_noun:counter-possibleʳシュウ⌉⌈ˢしᵖv:non_self_reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたいᵖauxv:auxv-tai:terminalʳタイ⌉⌈ˢですᵖauxv:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_個_instead_of_周
aug_cnt_5	jpn	世界を一つしたいです。	192913	⌈ˢ世界ᵖn:common_nounʳセカイ⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢ一ᵖn:numeralʳイチ⌉⌈ˢつᵖn:common_noun:counter-possibleʳシュウ⌉⌈ˢしᵖv:non_self_reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたいᵖauxv:auxv-tai:terminalʳタイ⌉⌈ˢですᵖauxv:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_つ_instead_of_周
aug_cnt_6	jpn	日本は４個の主要な島とたくさんの他の小さな島々から成り立っています	0	⌈ˢ日本ᵖn:proper_noun:place-nameʳニッポン⌉⌈ˢはᵖprt:binding_particleʳハ⌉⌈ˢ４ᵖn:numeralᵇ4ᵈ4ʳヨン⌉⌈ˢ個ᵖsuff:noun_like:counterʳツ⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ主要ᵖshp:generalʳシュヨウ⌉⌈ˢなᵖauxv:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ島ᵖn:common_nounʳシマ⌉⌈ˢとᵖprt:case_particleʳト⌉⌈ˢたくさんᵖshp:generalʳタクサン⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ他ᵖn:common_noun:adverb-possibleʳホカ⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ小さなᵖatʳチイサナ⌉⌈ˢ島々ᵖn:common_nounʳシマジマ⌉⌈ˢからᵖprt:case_particleʳカラ⌉⌈ˢ成り立っᵖv:general:godan-ta:conjunctive-geminateᵇ成り立つᵈ成り立つʳナリタッ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢいᵖv:non_self_reliant:i-ichidan-a:conjunctiveᵇいるᵈいるʳイ⌉⌈ˢますᵖauxv:auxv-masu:terminalʳマス⌉	valid_generic_個_instead_of_つ
aug_cnt_7	jpn	焼けるような暑さ、ひどい寒さに耐え、まったく見知らぬ人にドアをノックした、それほど若くない人から、自発的に組織され、「人民の、人民による、人民のための政治」が決して地球上から消え去っていないことを、二世紀以上後に証明した何百万名ものアメリカ人の強さを描いた作品です。	0	⌈ˢ焼けるᵖv:general:e-ichidan-ka:attributiveʳヤケル⌉⌈ˢようᵖshp:auxiliary_verb_stemʳヨウ⌉⌈ˢなᵖauxv:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ暑さᵖn:common_nounʳアツサ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢひどいᵖadj:general:adjective:attributiveʳヒドイ⌉⌈ˢ寒さᵖn:common_nounʳサムサ⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢ耐えᵖv:general:e-ichidan-a:conjunctiveᵇ耐えるᵈ耐えるʳタエ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢまったくᵖadvʳマッタク⌉⌈ˢ見知らᵖv:general:godan-ra:imperfectiveᵇ見知るᵈ見知るʳミシラ⌉⌈ˢぬᵖauxv:auxv-nu:attributiveʳヌ⌉⌈ˢ人ᵖn:common_nounʳヒト⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢドアᵖn:common_noun⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢノックᵖn:common_noun:suru-possible⌉⌈ˢしᵖv:non_self_reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたᵖauxv:auxv-ta:attributiveʳタ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢそれᵖpronʳソレ⌉⌈ˢほどᵖprt:adverbial_particleʳホド⌉⌈ˢ若くᵖadj:general:adjective:conjunctiveᵇ若いᵈ若いʳワカク⌉⌈ˢないᵖadj:non_self_reliant:adjective:attributiveʳナイ⌉⌈ˢ人ᵖn:common_nounʳヒト⌉⌈ˢからᵖprt:case_particleʳカラ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢ自発的ᵖn:common_noun:pos2-unk1ʳジハツテキ⌉⌈ˢにᵖauxv:auxv-da:conjunctive-niᵇだᵈだʳニ⌉⌈ˢ組織ᵖn:common_noun:suru-possibleʳソシキ⌉⌈ˢさᵖv:non_self_reliant:sa-irregular:imperfective-saᵇするᵈするʳサ⌉⌈ˢれᵖauxv:auxv-reru:conjunctiveᵇれるᵈれるʳレ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢ「ᵖauxs:bracket_openʳキゴウ⌉⌈ˢ人民ᵖn:common_nounʳジンミン⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢ人民ᵖn:common_nounʳジンミン⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢよるᵖv:general:godan-ra:attributiveʳヨル⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢ人民ᵖn:common_nounʳジンミン⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢためᵖn:common_noun:adverb-possibleʳタメ⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ政治ᵖn:common_nounʳセイジ⌉⌈ˢ」ᵖauxs:bracket_closeʳキゴウ⌉⌈ˢがᵖprt:case_particleʳガ⌉⌈ˢ決してᵖadvʳケッシテ⌉⌈ˢ地球ᵖn:common_nounʳチキュウ⌉⌈ˢ上ᵖsuff:noun_like:adverb-possibleʳジョウ⌉⌈ˢからᵖprt:case_particleʳカラ⌉⌈ˢ消え去っᵖv:general:godan-ra:conjunctive-geminateᵇ消え去るᵈ消え去るʳキエサッ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢいᵖv:non_self_reliant:i-ichidan-a:imperfectiveᵇいるᵈいるʳイ⌉⌈ˢないᵖauxv:auxv-nai:attributiveʳナイ⌉⌈ˢことᵖn:common_nounʳコト⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢ、ᵖauxs:comma⌉⌈ˢ二ᵖn:numeralʳニ⌉⌈ˢ世紀ᵖn:common_nounʳセイキ⌉⌈ˢ以上ᵖn:common_noun:adverb-possibleʳイジョウ⌉⌈ˢ後ᵖsuff:noun_like:adverb-possibleʳゴ⌉⌈ˢにᵖprt:case_particleʳニ⌉⌈ˢ証明ᵖn:common_noun:suru-possibleʳショウメイ⌉⌈ˢしᵖv:non_self_reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたᵖauxv:auxv-ta:attributiveʳタ⌉⌈ˢ何百ᵖn:numeralʳナンビャク⌉⌈ˢ万ᵖn:numeralʳマン⌉⌈ˢ名ᵖsuff:noun_likeʳニン⌉⌈ˢもᵖprt:binding_particleʳモ⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢアメリカ人ᵖn:common_nounʳアメリカジン⌉⌈ˢのᵖprt:case_particleʳノ⌉⌈ˢ強さᵖn:common_nounʳツヨサ⌉⌈ˢをᵖprt:case_particleʳヲ⌉⌈ˢ描いᵖv:general:godan-ka:conjunctive-i-soundᵇ描くᵈ描くʳエガイ⌉⌈ˢたᵖauxv:auxv-ta:attributiveʳタ⌉⌈ˢ作品ᵖn:common_nounʳサクヒン⌉⌈ˢですᵖauxv:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxs:period⌉	synonym_人_to_名
aug_cnt_8	jpn	もし何つっていうなら数えてもいいよ。	0	⌈ˢもしᵖadvʳモシ⌉⌈ˢ何ᵖn:numeralʳナン⌉⌈ˢつᵖn:common_noun:counter-possibleʳトオリ⌉⌈ˢってᵖprt:adverbial_particleʳッテ⌉⌈ˢいうᵖv:general:godan-waa:terminalʳイウ⌉⌈ˢならᵖauxv:auxv-da:conditionalᵇだᵈだʳナラ⌉⌈ˢ数えᵖv:general:e-ichidan-a:conjunctiveᵇ数えるᵈ数えるʳカゾエ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢもᵖprt:binding_particleʳモ⌉⌈ˢいいᵖadj:non_self_reliant:adjective:terminalʳイイ⌉⌈ˢよᵖprt:sentence_final_particleʳヨ⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_つ_instead_of_通
aug_cnt_9	jpn	もし何個っていうなら数えてもいいよ。	0	⌈ˢもしᵖadvʳモシ⌉⌈ˢ何ᵖn:numeralʳナン⌉⌈ˢ個ᵖn:common_noun:counter-possibleʳトオリ⌉⌈ˢってᵖprt:adverbial_particleʳッテ⌉⌈ˢいうᵖv:general:godan-waa:terminalʳイウ⌉⌈ˢならᵖauxv:auxv-da:conditionalᵇだᵈだʳナラ⌉⌈ˢ数えᵖv:general:e-ichidan-a:conjunctiveᵇ数えるᵈ数えるʳカゾエ⌉⌈ˢてᵖprt:conjunctive_particleʳテ⌉⌈ˢもᵖprt:binding_particleʳモ⌉⌈ˢいいᵖadj:non_self_reliant:adjective:terminalʳイイ⌉⌈ˢよᵖprt:sentence_final_particleʳヨ⌉⌈ˢ。ᵖauxs:period⌉	valid_generic_個_instead_of_通
